cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
1662574,"Grom Social Enterprises, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"GROM,GROMW","OTC,OTC",205566275.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,FL,FL,561-287-5776,,2060 NW BOCA RATON BLVD. #6,,BOCA RATON,FL,33431,FL,2060 NW BOCA RATON BLVD. #6,,BOCA RATON,FL,33431,FL,"{518210, 541511}"
1760689,"Microvast Holdings, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"MVST,MVSTW","Nasdaq,Nasdaq",832530757.0,,,,<br>Emerging growth company,1231.0,DE,DE,(281) 491-9595,,"12603 SOUTHWEST FREEWAY, SUITE 210",,STAFFORD,TX,77477,TX,"12603 SOUTHWEST FREEWAY, SUITE 210",,STAFFORD,TX,77477,TX,"{333618, 333318, 333992, 335129, 335999}"
1752474,KLDiscovery Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"KLDI,KLDIW","OTC,OTC",611898603.0,,,,<br>Emerging growth company,1231.0,DE,DE,703-288-3380,,9023 COLUMBINE ROAD,,EDEN PRAIRIE,MN,55347,MN,9023 COLUMBINE ROAD,,EDEN PRAIRIE,MN,55347,MN,"{518210, 541511}"
1735041,Greenland Technologies Holding Corp.,operating,3560.0,General Industrial Machinery & Equipment,06 Technology,0,1,"GTEC,GTECW","Nasdaq,OTC",0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,D8,"Virgin Islands, British",1 888 827-4832,,"50 MILLSTONE ROAD, BUILDING 400",SUITE 130,EAST WINDSOR,NJ,08512,NJ,"50 MILLSTONE ROAD, BUILDING 400",SUITE 130,EAST WINDSOR,NJ,08512,NJ,"{314999, 333414, 333999}"
1610853,"HELIUS MEDICAL TECHNOLOGIES, INC.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"HSDT,HSDTW","Nasdaq,OTC",364787690.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,215-944-6100,,642 NEWTOWN YARDLEY ROAD,,NEWTOWN,PA,18940,PA,642 NEWTOWN YARDLEY ROAD,,NEWTOWN,PA,18940,PA,"{334517, 334510}"
1648960,"DatChat, Inc.",operating,4822.0,Telegraph & Other Message Communications,06 Technology,0,1,"DATS,DATSW","Nasdaq,Nasdaq",472502264.0,,,,<br>Emerging growth company,1231.0,NV,NV,732-374-3529,,204 NIELSON STREET,1ST FLOOR,NEW BRUNSWICK,NJ,08901,NJ,204 NIELSON STREET,1ST FLOOR,NEW BRUNSWICK,NJ,08901,NJ,{517311}
1649009,Siyata Mobile Inc.,other,4812.0,Radiotelephone Communications,06 Technology,0,0,"SYTA,SYTAW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,A1,"British Columbia, Canada",514-500-1181,,7404 KING GEORGE BLVD.,"SUITE 200, KING'S CROSS",SURREY,A1,V3W 1N6,"British Columbia, Canada",7404 KING GEORGE BLVD.,"SUITE 200, KING'S CROSS",SURREY,A1,V3W 1N6,"British Columbia, Canada","{517312, 517911}"
1673481,Lottery.com Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"LTRY,LTRYW","Nasdaq,Nasdaq",811996183.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,DE,DE,(833) 356-8837,,5049 EDWARDS RAND RD.,4TH FLOOR,FT. WORTH,TX,76109,TX,5049 EDWARDS RAND RD.,4TH FLOOR,FT. WORTH,TX,76109,TX,"{511210, 334614}"
1721056,HOOPS SCOUTING USA,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,HSCT,OTC,0.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,630.0,WY,WY,760-636-4353,,63 ROCIO CT,,PALM DESERT,CA,92260,CA,63 ROCIO CT,,PALM DESERT,CA,92260,CA,{518210}
1462223,"Recruiter.com Group, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"NIXX,RCRT,NIXXW,RCRTW","Nasdaq,Nasdaq,Nasdaq,Nasdaq",263090646.0,,,,<br>Emerging growth company,1231.0,NV,NV,855-931-1500,,500 SEVENTH AVENUE,,NEW YORK,NY,10018,NY,500 SEVENTH AVENUE,,NEW YORK,NY,10018,NY,{541511}
1777921,"AvePoint, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"AVPT,AVPTW","Nasdaq,Nasdaq",834461709.0,,,,Large accelerated filer,1231.0,DE,DE,(201) 793-1111,,525 WASHINGTON BLVD,SUITE 1400,JERSEY CITY,NJ,07310,NJ,525 WASHINGTON BLVD,SUITE 1400,JERSEY CITY,NJ,07310,NJ,"{511210, 334614}"
1505611,"DecisionPoint Systems, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,,,371644635.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(561) 900-3723,,1615 SOUTH CONGRESS AVENUE,SUITE 103,DELRAY BEACH,FL,33445,FL,1615 SOUTH CONGRESS AVENUE,SUITE 103,DELRAY BEACH,FL,33445,FL,"{518210, 541511}"
1554818,AUDDIA INC.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"AUUD,AUUDW","Nasdaq,Nasdaq",454257218.0,,,,<br>Emerging growth company,1231.0,DE,DE,303-219-9771,,1680 38TH STREET,SUITE 130,BOULDER,CO,80301,CO,1680 38TH STREET,SUITE 130,BOULDER,CO,80301,CO,{518210}
1560143,WYTEC INTERNATIONAL INC,operating,4822.0,Telegraph & Other Message Communications,06 Technology,0,1,WYTC,OTC,460720717.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,(210) 233-8980,,"19206 HUEBNER ROAD, SUITE 202",,SAN ANTONIO,TX,78258,TX,"19206 HUEBNER ROAD, SUITE 202",,SAN ANTONIO,TX,78258,TX,{517311}
1582982,"CareCloud, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"CCLD,CCLDO,CCLDP","Nasdaq,Nasdaq,Nasdaq",223832302.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,7328735133,,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,"{511210, 334614}"
1582982,"CareCloud, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"CCLD,CCLDO,CCLDP","Nasdaq,Nasdaq,Nasdaq",223832302.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,7328735133,,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,7 CLYDE ROAD,SOMERSET,SOMERSET,NJ,08873,NJ,"{511210, 334614}"
1527352,"Nexalin Technology, Inc.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"NXL,NXLIW","Nasdaq,Nasdaq",275566468.0,,,,<br>Emerging growth company,1231.0,DE,DE,(832) 260-0222,,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX,1776 YORKTOWN,SUITE 550,HOUSTON,TX,77056,TX,"{334517, 334510}"
1506492,"Nuwellis, Inc.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"NUWE,NUWEW","Nasdaq,OTC",680533453.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,952-345-4200,,12988 VALLEY VIEW ROAD,,EDEN PRAIRIE,MN,55344,MN,12988 VALLEY VIEW ROAD,,EDEN PRAIRIE,MN,55344,MN,"{334517, 334510}"
1744676,Tencent Music Entertainment Group,other,4832.0,Radio Broadcasting Stations,06 Technology,0,0,"TME,TCMEF","NYSE,OTC",0.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,86 755 86013388,,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China,"{515112, 515111}"
1392694,"SurgePays, Inc.",operating,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,1,"SURG,SURGW","Nasdaq,Nasdaq",980550352.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,901-302-9587,,3124 BROTHER BLVD,SUITE 104,BARTLETT,TN,38133,TN,3124 BROTHER BLVD,SUITE 104,BARTLETT,TN,38133,TN,"{517911, 517311}"
1419951,Data Storage Corp,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"DTST,DTSTW","Nasdaq,Nasdaq",980530147.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,212-564-4922,,48 SOUTH SERVICE ROAD,,MELVILLE,NY,11747,NY,48 SOUTH SERVICE ROAD,,MELVILLE,NY,11747,NY,{518210}
1400891,"iHeartMedia, Inc.",operating,4832.0,Radio Broadcasting Stations,06 Technology,1,1,"IHRT,IHRTB,IHETW","Nasdaq,OTC,OTC",260241222.0,,,,Accelerated filer,1231.0,,,210-822-2828,,20880 STONE OAK PARKWAY,,SAN ANTONIO,TX,78258,TX,20880 STONE OAK PARKWAY,,SAN ANTONIO,TX,78258,TX,"{515112, 515111}"
1526125,GDS Holdings Ltd,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"GDS,GDHLF","Nasdaq,OTC",0.0,,,,Large accelerated filer,,,,86-21-2029-2200,,"F4/F5, BUILDING C, SUNLAND INTERNATIONAL","NO. 999 ZHOUHAI ROAD, PUDONG,",SHANGHAI,F4,200137,China,"F4/F5, BUILDING C, SUNLAND INTERNATIONAL","NO. 999 ZHOUHAI ROAD, PUDONG,",SHANGHAI,F4,200137,China,"{518210, 541511}"
1512673,"Block, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"SQ,BSQKZ","NYSE,OTC",800429876.0,,,,Large accelerated filer,1231.0,DE,DE,415-375-3176,,1955 BROADWAY,SUITE 600,OAKLAND,CA,94612,CA,1955 BROADWAY,SUITE 600,OAKLAND,CA,94612,CA,"{511210, 334614}"
1518461,"AmpliTech Group, Inc.",operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,"AMPG,AMPGW","Nasdaq,Nasdaq",274566352.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,631-521-7831,,155 PLANT AVENUE,,HAUPPAUGE,NY,11788,NY,155 PLANT AVENUE,,HAUPPAUGE,NY,11788,NY,{334290}
1825452,"Onfolio Holdings, Inc",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"ONFO,ONFOW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(682) 990-6920,,1007 NORTH ORANGE STREET 4TH FLOOR,,WILMINGTON,DE,19801,DE,1007 NORTH ORANGE STREET 4TH FLOOR,,WILMINGTON,DE,19801,DE,{518210}
1819438,"ESS Tech, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"GWH,GWH-WT","NYSE,NYSE",981550150.0,,,,<br>Emerging growth company,1231.0,DE,DE,(855) 423-9920,,26440 SW PARKWAY AVE.,BLDG. 83,WILSONVILLE,OR,97070,OR,26440 SW PARKWAY AVE.,BLDG. 83,WILSONVILLE,OR,97070,OR,"{333618, 333318, 333992, 335129, 335999}"
1828972,"BuzzFeed, Inc.",operating,4899.0,"Communications Services, NEC",06 Technology,0,1,"BZFD,BZFDW","Nasdaq,Nasdaq",853022075.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,,,646-397-2039,,"229 WEST 43RD STREET, 10TH FLOOR",,NEW YORK,NY,10036,NY,"229 WEST 43RD STREET, 10TH FLOOR",,NEW YORK,NY,10036,NY,"{517312, 517410, 485310, 812990, 517919}"
1844505,"QT IMAGING HOLDINGS, INC.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,"QTI,QTIWW","Nasdaq,OTC",861728920.0,,,,<br>Emerging growth company,1231.0,DE,DE,415-842-7250,,3 HAMILTON LANDING,SUITE 160,NOVATO,CA,94949,CA,3 HAMILTON LANDING,SUITE 160,NOVATO,CA,94949,CA,"{334517, 334510}"
1835972,"iLearningEngines, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"AILE,AILEW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(310) 566-5966,,6701 DEMOCRACY BLVD.,,BETHESDA,MD,20817,MD,6701 DEMOCRACY BLVD.,,BETHESDA,MD,20817,MD,"{511210, 334614}"
1805385,"Evolv Technologies Holdings, Inc.",operating,3577.0,"Computer Peripheral Equipment, NEC",06 Technology,0,1,"EVLV,EVLVW","Nasdaq,Nasdaq",844473840.0,,,,Large accelerated filer<br>Smaller reporting company,1231.0,,,212-653-0153,,"12141 WICKCHESTER LN., SUITE 325",,HOUSTON,TX,77079,TX,"12141 WICKCHESTER LN., SUITE 325",,HOUSTON,TX,77079,TX,"{334418, 333316, 334613, 334118}"
2001699,Helport AI Ltd,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"HPAI,HPAIW","Nasdaq,Nasdaq",0.0,,,,,,,,65-82336584,,9 TEMASEK BOULEVARD #07-00,SUNTEC TOWER TWO,SINGAPORE,U0,038989,Singapore,9 TEMASEK BOULEVARD #07-00,SUNTEC TOWER TWO,SINGAPORE,U0,038989,Singapore,"{511210, 334614}"
1992818,ZOOZ Power Ltd.,other,3590.0,Misc Industrial & Commercial Machinery & Equipment,06 Technology,0,0,"ZOOZ,ZOOZW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972-8-6425029,,4B HAMELACHA STR.,,LOD,L3,7152008,Israel,4B HAMELACHA STR.,,LOD,L3,7152008,Israel,"{332710, 336390, 333318, 332999, 332813, 333999}"
1716583,Hyzon Motors Inc.,operating,3620.0,Electrical Industrial Apparatus,04 Manufacturing,1,1,"HYZN,HYZNW","Nasdaq,Nasdaq",822726724.0,,,,<br>Emerging growth company,1231.0,,,585-484-9337,,599 SOUTH SCHMIDT ROAD,,BOLINGBROOK,IL,60440,IL,599 SOUTH SCHMIDT ROAD,,BOLINGBROOK,IL,60440,IL,{335999}
1738758,"Cheer Holding, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"CHR,GSMGW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer,1231.0,E9,Cayman Islands,86-13810355988,,"22ND FLOOR, BLOCK B, XINHUA TECH BLDG.",NO. 8 TUOFANGYING ROAD,"CHAOYANG DISTRICT, BEIJING",F4,00000,China,"22ND FLOOR, BLOCK B, XINHUA TECH BLDG.",NO. 8 TUOFANGYING ROAD,"CHAOYANG DISTRICT, BEIJING",F4,00000,China,{518210}
1701963,Versus Systems Inc.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"VS,VSSYW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,A1,"British Columbia, Canada",604-719-5614,,#302-1620,W.8TH AVE,VANCOUVER,A1,V6J 1V4,"British Columbia, Canada",#302-1620,W.8TH AVE,VANCOUVER,A1,V6J 1V4,"British Columbia, Canada",{518210}
1744494,"ADVENT TECHNOLOGIES HOLDINGS, INC.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"ADN,ADNWW","Nasdaq,Nasdaq",830982969.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,857-264-7035,,500 RUTHERFORD AVENUE,SUITE 102,BOSTON,MA,02129,MA,500 RUTHERFORD AVENUE,SUITE 102,BOSTON,MA,02129,MA,"{333618, 333318, 333992, 335129, 335999}"
1781629,"Ankam, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,ANKM,OTC,611900749.0,,,,<br>Emerging growth company,1130.0,NV,NV,12565001949,,5348 VEGAS DRIVE,,VEGAS,NV,89108,NV,5348 VEGAS DRIVE,,VEGAS,NV,89108,NV,{541511}
1899830,Perfect Corp.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"PERF,PERF-WT","NYSE,NYSE",0.0,,,,Accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,886-2-8667-1265,,"14F., NO. 98, MINQUAN RD.",XINDIAN DISTRICT,NEW TAIPEI CITY,F5,231,"Taiwan, Province of China","14F., NO. 98, MINQUAN RD.",XINDIAN DISTRICT,NEW TAIPEI CITY,F5,231,"Taiwan, Province of China","{511210, 334614}"
1863006,Valens Semiconductor Ltd.,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,"VLN,VLN-WT","NYSE,NYSE",0.0,,,,Accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972-9-762-6900,,8 HANAGAR ST. POB 7152,,"HOD HASHARON, 4501309",L3,00000,Israel,8 HANAGAR ST. POB 7152,,"HOD HASHARON, 4501309",L3,00000,Israel,{334413}
1854526,"brooqLy, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,BRQL,OTC,862265420.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,NV,NV,224-789-6673,,10101 S. ROBERTS ROAD,SUITE 209,PALOS HILLS,IL,60465,IL,10101 S. ROBERTS ROAD,SUITE 209,PALOS HILLS,IL,60465,IL,{518210}
1799983,Global Blue Group Holding AG,other,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,"GB,GB-WT","NYSE,NYSE",0.0,,,,Accelerated filer<br>Emerging growth company,331.0,V8,Switzerland,41 22 363 77 40,,"ZURICHSTRASSE 38, 8306 BRUTTISELLEN",,BRUTTISELLEN,V8,CH,Switzerland,"ZURICHSTRASSE 38, 8306 BRUTTISELLEN",,BRUTTISELLEN,V8,CH,Switzerland,{518210}
1816613,Markforged Holding Corp,operating,3577.0,"Computer Peripheral Equipment, NEC",06 Technology,0,1,"MKFG,MKFGW","NYSE,OTC",923037714.0,,,,<br>Emerging growth company,1231.0,,,(866) 496-1805,,60 TOWER ROAD,,WALTHAM,MA,02451,MA,60 TOWER ROAD,,WALTHAM,MA,02451,MA,"{334418, 333316, 334613, 334118}"
1820144,Grindr Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"GRND,GRND-WT","NYSE,NYSE",0.0,,,,Accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,NY,NY,3107766680,,"750 N. SAN VICENTE BLVD., SUITE RE 1400",,WEST HOLLYWOOD,CA,90069,CA,"750 N. SAN VICENTE BLVD., SUITE RE 1400",,WEST HOLLYWOOD,CA,90069,CA,"{518210, 541511}"
1780312,"AST SpaceMobile, Inc.",operating,4899.0,"Communications Services, NEC",06 Technology,0,1,"ASTS,ASTSW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,9179694834,,6500 RIVERPLACE BOULEVARD,,AUSTIN,TX,78730,TX,6500 RIVERPLACE BOULEVARD,,AUSTIN,TX,78730,TX,"{517312, 517410, 485310, 812990, 517919}"
1831096,"Great Elm Group, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,"GEG,GEGGL","Nasdaq,Nasdaq",853622015.0,,,,Non-accelerated filer<br>Smaller reporting company,630.0,DE,DE,(617) 375-3006,,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,3801 PGA BOULEVARD,SUITE 603,PALM BEACH GARDENS,FL,33410,FL,"{511210, 334614}"
1823593,TuSimple Holdings Inc.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,TSPH,OTC,862341575.0,,,,Large accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(619) 916-3144,,"9191 TOWNE CENTRE DRIVE, SUITE 150",,SAN DIEGO,CA,92122,CA,"9191 TOWNE CENTRE DRIVE, SUITE 150",,SAN DIEGO,CA,92122,CA,{541512}
1826011,"Banzai International, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"BNZI,BNZIW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,2064141777,,435 ERICKSEN AVE,SUITE 308250,BAINBRIDGE ISLAND,WA,98110,WA,435 ERICKSEN AVE,SUITE 308250,BAINBRIDGE ISLAND,WA,98110,WA,"{511210, 334614}"
1825079,"Velo3D, Inc.",operating,3559.0,"Special Industry Machinery, NEC",06 Technology,0,1,"VLDX,VLDXW","OTC,OTC",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(408) 610-3915,,2710 LAKEVIEW CT,,FREMONT,CA,94538,CA,2710 LAKEVIEW CT,,FREMONT,CA,94538,CA,"{333249, 333318, 332410, 333111, 333242}"
1843714,Zapata Computing Holdings Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"ZPTA,ZPTAW","Nasdaq,Nasdaq",981578373.0,,,,<br>Emerging growth company,1231.0,DE,DE,(844) 492-7282,,"100 FEDERAL STREET, FLOOR 20",,BOSTON,MA,02110,MA,"100 FEDERAL STREET, FLOOR 20",,BOSTON,MA,02110,MA,"{511210, 334614}"
1844419,Maquia Capital Acquisition Corp,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"MAQC,MAQCU,MAQCW","OTC,OTC,OTC",854283150.0,,,,<br>Emerging growth company,1231.0,DE,DE,3056081395,,MAQUIA CAPITAL ACQUISITION CORPORATION,"50 BISCAYNE BOULEVARD, SUITE 2406",MIAMI,FL,33132,FL,MAQUIA CAPITAL ACQUISITION CORPORATION,"50 BISCAYNE BOULEVARD, SUITE 2406",MIAMI,FL,33132,FL,"{511210, 334614}"
1844419,Maquia Capital Acquisition Corp,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"MAQC,MAQCU,MAQCW","OTC,OTC,OTC",854283150.0,,,,<br>Emerging growth company,1231.0,DE,DE,3056081395,,MAQUIA CAPITAL ACQUISITION CORPORATION,"50 BISCAYNE BOULEVARD, SUITE 2406",MIAMI,FL,33132,FL,MAQUIA CAPITAL ACQUISITION CORPORATION,"50 BISCAYNE BOULEVARD, SUITE 2406",MIAMI,FL,33132,FL,"{511210, 334614}"
1874074,MultiMetaVerse Holdings Ltd,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"MMV,MMVWW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,,,,86-21-61853907,,"BUILDING D3, 718 LINGSHI ROAD",JING'AN DISTRICT,SHANGHAI,F4,200072,China,"BUILDING D3, 718 LINGSHI ROAD",JING'AN DISTRICT,SHANGHAI,F4,200072,China,"{511210, 334614}"
2000762,GMTech Inc.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,0,GMTH,OTC,933955846.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1031.0,WY,WY,(646) 508-0022,,"45 ROCKEFELLER PLAZA, 21F",,NEW YORK,NY,10111,NY,"45 ROCKEFELLER PLAZA, 21F",,NEW YORK,NY,10111,NY,{541511}
1816431,Quantum-Si Inc,operating,3829.0,"Measuring & Controlling Devices, NEC",08 Industrial Applications and Services,0,1,"QSI,QSIAW","Nasdaq,Nasdaq",851388175.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(203) 458-7100,,29 BUSINESS PARK DRIVE,,BRANFORD,CT,06405,CT,29 BUSINESS PARK DRIVE,,BRANFORD,CT,06405,CT,"{339112, 334514, 334519}"
1840502,Taboola.com Ltd.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"TBLA,TBLAW","Nasdaq,Nasdaq",0.0,,,,Accelerated filer,1231.0,L3,Israel,(212) 206-7663,,"16 MADISON SQUARE WEST, 7TH FL.",,NEW YORK,NY,10010,NY,"16 MADISON SQUARE WEST, 7TH FL.",,NEW YORK,NY,10010,NY,"{518210, 541511}"
1836981,"BigBear.ai Holdings, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"BBAI,BBAI-WT","NYSE,NYSE",854164597.0,,,,<br>Emerging growth company,1231.0,DE,DE,(410) 967-0335,,"6811 BENJAMIN FRANKLIN DRIVE, SUITE 200",,COLUMBIA,MD,21046,MD,"6811 BENJAMIN FRANKLIN DRIVE, SUITE 200",,COLUMBIA,MD,21046,MD,"{511210, 334614}"
1981462,LeddarTech Holdings Inc.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"LDTC,LDTCW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,930.0,,,312-609-7557,,"4535, BOUL. WILFRID-HAMEL, SUITE 240",,QUEBEC CITY,Z4,G1P2J7,Canada (Federal Level),"4535, BOUL. WILFRID-HAMEL, SUITE 240",,QUEBEC CITY,Z4,G1P2J7,Canada (Federal Level),"{511210, 334614}"
1992243,"FREYR Battery, Inc. /DE/",operating,3670.0,Electronic Components & Accessories,04 Manufacturing,0,1,"FREY,FREY-WT","NYSE,NYSE",933205861.0,,,,Large accelerated filer,1231.0,,,678-632-3112,,6&8 EAST COURT SQUARE,SUITE 300,NEWNAN,GA,30263,GA,6&8 EAST COURT SQUARE,SUITE 300,NEWNAN,GA,30263,GA,"{339940, 333318, 334519}"
1801602,"SpringBig Holdings, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"SBIG,SBIGW","OTC,OTC",882789488.0,,,,<br>Emerging growth company,1231.0,DE,DE,(800) 772-9172,,621 NW 53RD ST,SUITE 260,BOCA RATON,FL,33487,FL,621 NW 53RD ST,SUITE 260,BOCA RATON,FL,33487,FL,{541511}
1758699,TRANSUITE.ORG INC.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,TRSO,OTC,301129581.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1130.0,NV,NV,7028339602,,"7F, BUILDING 4, 605 ZHOUSHI ROAD,","HANGCHENG STREET, BAOAN DISTRICT",SHENZHEN,F4,518100,China,"7F, BUILDING 4, 605 ZHOUSHI ROAD,","HANGCHENG STREET, BAOAN DISTRICT",SHENZHEN,F4,518100,China,"{518210, 541511}"
1748137,NeoVolta Inc.,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"NEOV,NEOVW","Nasdaq,Nasdaq",825299263.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,630.0,NV,NV,800-364-5464,,13651 DANIELSON STREET,SUITE A,POWAY,CA,92064,CA,13651 DANIELSON STREET,SUITE A,POWAY,CA,92064,CA,"{333618, 333318, 333992, 335129, 335999}"
